Overall_Rank,Name,Team,POS,POS_Rank,Games,FP_total,XFP_total,TGT_total,TGT_per_game,aDOT_mean,AYshare_mean,years_in_data,XGB_FP,Comp_FP,Comp_Names,Proj_FP_2026,OC_Stable,Scheme_Adj,Manual_Adj,Total_Adj,Adj_Note,Proj_FP_Adj,Tier
106,Calvin Ridley,TEN,WR,46,7,47.3,62.3,34,4.857142857142857,12.185714285714285,25.442857142857143,4,142.5,,,142.5,0,-0.0513,0.0,-0.0513,"Brian Daboll: YPRR 1.56 vs 2.34, fit=70%, translation=42% | Manual: nan (+0%)",135.2,7
101,Brenton Strange,JAX,TE,15,12,118.0,99.0,59,4.916666666666667,6.666666666666667,12.183333333333332,3,141.8,,,141.8,1,0.0,0.0,0.0,,141.8,4
349,Demarcus Robinson,SF,WR,171,14,58.2,64.7,35,2.5,13.957142857142857,15.35,5,140.8,,,140.8,1,0.0,-0.85,-0.85,Manual: Depth WR in SF — non-factor; FP projects 18 FP (-85%),21.1,17
350,Michael Carter,TEN,RB,84,13,99.0,121.1,43,3.3076923076923075,1.7615384615384615,1.823076923076923,5,140.2,,,140.2,0,0.0,-0.85,-0.85,Manual: Depth RB in TEN — not a starter; FP projects 3 FP (-85%),21.0,10
308,Sean Tucker,TB,RB,79,12,85.3,80.7,11,0.9166666666666666,-0.375,-0.25833333333333336,3,138.3,,,138.3,0,0.0,-0.75,-0.75,Manual: Backup RB behind Bucky Irving in TB; FP projects 29 FP (-75%),34.6,10
46,David Montgomery,HST,RB,24,17,167.9,154.1,28,1.6470588235294117,0.6529411764705882,0.40588235294117647,5,138.2,,,138.2,0,-0.1666,0.7,0.4168,"David Montgomery (DET->HST): HST YPRR 1.31 vs DET 2.66, fit=65%, translation=50% | Manual: New feature back in HST — clear WR1 role; model undersells from DET committee; FP projects 218 FP (+70%)",195.8,4
71,Tyler Warren,IND,TE,8,17,188.5,192.4,106,6.235294117647059,5.688235294117647,15.117647058823529,1,176.5,111.6,"Dalton Kincaid (2024): 101FP, Sam LaPorta (2024): 175FP, Chig Okonkwo (2025): 124FP, Brock Bowers (2025): 176FP, Cade Otton (2023): 118FP, Greg Dulcich (2023): 6FP, Isaiah Likely (2023): 101FP, Luke Musgrave (2024): 12FP",137.6,1,0.0,0.25,0.25,Manual: TE1-caliber talent — comp pool undersells role/volume; FP TE3 (+25%),172.0,3
88,DJ Moore,BUF,WR,39,17,171.2,164.3,82,4.823529411764706,12.229411764705883,22.147058823529413,1,113.1,152.1,"George Pickens (2023): 209FP, Xavier Worthy (2025): 110FP, Rome Odunze (2025): 146FP, Xavier Legette (2025): 89FP, Alec Pierce (2023): 95FP, Josh Downs (2024): 184FP, Jordan Addison (2024): 212FP, Gabe Davis (2023): 162FP",136.5,0,0.112,0.0,0.112,"DJ Moore (CHI->BUF): BUF YPRR 2.65 vs CHI 2.04, fit=85%, translation=60% | Manual: nan (+0%)",151.8,6
104,Jauan Jennings,MIN,WR,45,15,174.3,166.0,86,5.733333333333333,10.253333333333334,25.933333333333334,5,136.5,,,136.5,1,0.0,0.0,0.0,,136.5,7
105,Darren Waller,MIA,TE,17,9,88.7,64.5,34,3.7777777777777777,10.477777777777778,25.48888888888889,4,135.6,,,135.6,0,0.0,0.0,0.0,,135.6,4
111,Chris Godwin,TB,WR,49,9,83.0,79.9,48,5.333333333333333,6.722222222222222,15.822222222222223,5,135.2,,,135.2,0,-0.0229,0.0,-0.0229,"Zac Robinson: YPRR 2.04 vs 2.29, fit=80%, translation=40% | Manual: nan (+0%)",132.1,7
106,Dylan Sampson,CLV,RB,44,15,88.60000000000001,88.0,38,2.533333333333333,-0.9400000000000001,-2.126666666666667,1,158.4,119.8,"James Cook (2023): 235FP, Jaleel McLaughlin (2024): 98FP, Jaylen Warren (2023): 198FP, Braelon Allen (2025): 16FP, Roschon Johnson (2024): 77FP, Ray Davis (2025): 58FP, Deon Jackson (2023): 6FP, Trey Benson (2025): 35FP",135.2,0,0.0,0.0,0.0,,135.2,6
108,Josh Downs,IND,WR,47,16,137.4,143.8,84,5.25,8.05,17.368750000000002,3,132.9,,,132.9,1,0.0,0.0,0.0,,132.9,7
109,Dallas Goedert,PHI,TE,18,15,185.1,149.1,80,5.333333333333333,7.266666666666667,16.3,5,132.6,,,132.6,0,0.0,0.0,0.0,,132.6,4
110,Jordan Addison,MIN,WR,48,14,135.1,134.0,73,5.214285714285714,14.142857142857142,31.54285714285714,3,132.3,,,132.3,1,0.0,0.0,0.0,,132.3,7
91,Keaton Mitchell,LAC,RB,40,12,52.3,49.9,12,1.0,-1.5,-1.8833333333333335,3,132.2,,,132.2,0,0.134,0.0,0.134,"Mike McDaniel: YPRR 1.61 vs 1.05, fit=55%, translation=55% | Manual: nan (+0%)",149.9,6
112,Chig Okonkwo,WAS,TE,19,17,124.0,130.4,78,4.588235294117647,5.035294117647059,9.311764705882354,2,150.5,95.8,"Noah Fant (2023): 73FP, Robert Tonyan (2023): 22FP, Tyler Conklin (2023): 123FP, Hunter Henry (2023): 120FP, Cole Kmet (2023): 181FP, Gerald Everett (2023): 111FP, Tucker Kraft (2025): 117FP, Jordan Akins (2023): 28FP",131.4,0,0.0,0.0,0.0,,131.4,5
113,Mark Andrews,BLT,TE,20,17,131.0,139.8,67,3.9411764705882355,8.223529411764707,17.394117647058824,5,130.2,,,130.2,0,0.0,0.0,0.0,,130.2,5
114,Zach Ertz,WAS,TE,21,13,126.4,137.2,71,5.461538461538462,9.161538461538461,21.45384615384615,5,128.2,,,128.2,0,0.0,0.0,0.0,,128.2,5
322,Emari Demercado,KC,RB,80,11,59.3,54.4,19,1.7272727272727273,0.6727272727272727,0.8272727272727274,3,127.2,,,127.2,0,0.0,-0.75,-0.75,Manual: Depth RB in KC committee; FP projects 32 FP (-75%),31.8,10
115,Ty Johnson,BUF,RB,45,17,100.3,87.6,31,1.8235294117647058,-0.3470588235294117,-2.5941176470588236,5,125.7,,,125.7,0,0.0,0.0,0.0,,125.7,6
117,Tank Bigsby,PHI,RB,47,10,44.1,48.6,4,0.4,-0.6,-0.18,3,124.5,,,124.5,0,0.0,0.0,0.0,,124.5,7
118,Tre Tucker,LV,WR,50,17,161.7,172.1,90,5.294117647058823,9.664705882352942,25.41764705882353,3,124.4,,,124.4,0,0.0,0.0,0.0,,124.4,7
120,Justice Hill,BLT,RB,48,10,65.2,52.9,27,2.7,-0.5700000000000001,-1.19,4,124.1,,,124.1,0,0.0,0.0,0.0,,124.1,7
79,Marvin Harrison,ARZ,WR,37,12,127.80000000000001,146.9,73,6.083333333333333,14.541666666666666,35.483333333333334,2,129.7,112.6,"Brandin Cooks (2023): 173FP, Mike Williams (2023): 50FP, Jordan Addison (2025): 135FP, D.J. Chark (2023): 116FP, Darnell Mooney (2023): 79FP, Rashid Shaheed (2024): 75FP, Christian Watson (2024): 106FP, Quentin Johnston (2025): 172FP",123.7,0,0.2846,0.0,0.2846,"Nathaniel Hackett: YPRR 2.06 vs 1.18, fit=95%, translation=48% | Manual: nan (+0%)",158.9,6
121,Darius Slayton,NYG,WR,51,14,99.8,122.7,61,4.357142857142857,14.071428571428571,26.521428571428572,5,122.9,,,122.9,0,0.0,0.0,0.0,,122.9,7
122,Ollie Gordon,MIA,RB,49,16,54.1,61.9,9,0.5625,-1.4375,-0.7000000000000001,1,160.2,93.8,"Braelon Allen (2025): 16FP, Jaylen Wright (2025): 49FP, Justice Hill (2023): 110FP, Jaylen Warren (2023): 198FP, Tank Bigsby (2024): 130FP, Jaleel McLaughlin (2024): 98FP, Kimani Vidal (2025): 118FP, Roschon Johnson (2024): 77FP",120.4,0,0.0,0.0,0.0,,120.4,7
359,Bam Knight,ARZ,RB,85,9,94.1,112.4,30,3.3333333333333335,0.7333333333333333,0.6000000000000001,1,135.5,108.6,"Deon Jackson (2023): 6FP, Tyrone Tracy (2025): 162FP, Rachaad White (2023): 270FP, Roschon Johnson (2024): 77FP, Jerome Ford (2024): 134FP, Tyjae Spears (2024): 114FP, Dameon Pierce (2023): 77FP, Emari Demercado (2024): 55FP",119.4,0,0.0,-0.85,-0.85,Manual: Depth RB behind Jeremiyah Love in ARZ; FP projects 2 FP (-85%),17.9,10
55,Colston Loveland,CHI,TE,6,16,165.1,138.5,80,5.0,9.48125,17.29375,1,156.1,92.3,"Dalton Kincaid (2024): 101FP, Sam LaPorta (2024): 175FP, Chig Okonkwo (2025): 124FP, Greg Dulcich (2023): 6FP, Luke Musgrave (2024): 12FP, Ja'Tavion Sanders (2025): 54FP, Theo Johnson (2025): 128FP, Chigoziem Okonkwo (2023): 113FP",117.8,0,0.0,0.57,0.57,Manual: Elite rookie TE profile — comp pool skewed by injury busts; FP TE2 at 185 FP (+57%),184.9,3
125,Samaje Perine,CIN,RB,50,14,79.4,77.0,20,1.4285714285714286,-1.2285714285714284,-0.8714285714285713,5,117.7,,,117.7,1,0.0,0.0,0.0,,117.7,7
361,Tyler Badie,DEN,RB,86,16,35.4,51.2,30,1.875,-2.18125,-3.1500000000000004,3,116.2,,,116.2,0,0.0,-0.85,-0.85,Manual: Depth RB in DEN — non-factor; FP projects 11 FP (-85%),17.4,10
127,Dontayvion Wicks,PHI,WR,54,14,75.8,79.7,44,3.142857142857143,9.185714285714285,17.12857142857143,3,115.2,,,115.2,1,0.0,0.0,0.0,,115.2,8
124,Quentin Johnston,LAC,WR,53,14,172.2,145.3,79,5.642857142857143,11.992857142857144,26.892857142857142,3,114.6,,,114.6,0,0.036,0.0,0.036,"Mike McDaniel: YPRR 2.25 vs 1.95, fit=60%, translation=55% | Manual: nan (+0%)",118.7,7
365,Dyami Brown,WAS,WR,176,13,51.300000000000004,81.5,37,2.8461538461538463,13.515384615384615,14.915384615384616,5,114.2,,,114.2,1,0.0,-0.85,-0.85,Manual: Depth WR in WAS — non-factor; FP projects 6 FP (-85%),17.1,18
130,Jaylen Wright,MIA,RB,51,9,48.8,56.4,9,1.0,-1.7222222222222223,-2.988888888888889,2,153.4,37.1,"Mike Boone (2023): 13FP, Dare Ogunbowale (2023): 7FP, Ty Chandler (2024): 28FP, Zamir White (2024): 31FP, Sean Tucker (2025): 85FP, Clyde Edwards-Helaire (2023): 70FP, DeeJay Dallas (2023): 10FP, Emari Demercado (2025): 59FP",112.7,0,0.0,0.0,0.0,,112.7,7
131,Brian Robinson,ATL,RB,52,17,62.5,71.2,12,0.7058823529411765,-0.22352941176470587,-0.08235294117647061,4,112.6,,,112.6,1,0.0,0.0,0.0,,112.6,7
132,Zach Charbonnet,SEA,RB,53,16,181.4,170.4,24,1.5,1.2625,1.0875000000000001,3,112.5,,,112.5,0,0.0,0.0,0.0,,112.5,7
149,Cade Otton,TB,TE,28,16,122.2,123.5,80,5.0,5.09375,10.9,4,112.4,,,112.4,0,-0.0577,0.0,-0.0577,"Zac Robinson: YPRR 1.36 vs 2.05, fit=55%, translation=40% | Manual: nan (+0%)",105.9,6
139,Darnell Mooney,NYG,WR,56,15,82.3,138.9,71,4.733333333333333,14.32,28.913333333333334,5,112.3,,,112.3,0,-0.0249,0.0,-0.0249,"Kevin Stefanski: YPRR 1.81 vs 2.04, fit=45%, translation=45% | Manual: nan (+0%)",109.5,8
134,Malik Davis,DAL,RB,55,8,40.0,37.9,5,0.625,0.875,0.8625,2,148.7,42.1,"Tyler Goodson (2025): 5FP, Mike Boone (2023): 13FP, Zack Moss (2023): 170FP, Ty Johnson (2023): 32FP, Darrell Henderson (2023): 44FP, Pierre Strong (2024): 35FP, DeeJay Dallas (2023): 10FP, Damien Harris (2023): 17FP",111.4,1,0.0,0.0,0.0,,111.4,7
135,Treylon Burks,WAS,WR,55,8,29.0,52.5,23,2.875,14.65,20.475,4,110.8,,,110.8,0,0.0,0.0,0.0,,110.8,8
136,AJ Barner,SEA,TE,26,17,147.3,123.3,64,3.764705882352941,5.894117647058824,8.75294117647059,2,120.7,90.2,"Noah Fant (2023): 73FP, Hunter Henry (2023): 120FP, Tucker Kraft (2025): 117FP, Jordan Akins (2023): 28FP, Robert Tonyan (2023): 22FP, Brenton Strange (2025): 118FP, Mike Gesicki (2023): 65FP, Cole Kmet (2023): 181FP",110.0,0,0.0,0.0,0.0,,110.0,5
137,Kareem Hunt,KC,RB,56,17,146.4,144.4,23,1.3529411764705883,0.3,0.17647058823529413,5,109.9,,,109.9,0,0.0,0.0,0.0,,109.9,7
138,Brashard Smith,KC,RB,57,17,63.3,80.89999999999999,34,2.0,-0.9941176470588234,-1.7941176470588236,1,125.9,99.1,"Jaleel McLaughlin (2024): 98FP, James Cook (2023): 235FP, Jaylen Warren (2023): 198FP, Braelon Allen (2025): 16FP, Ray Davis (2025): 58FP, Chris Brooks (2025): 33FP, Raheem Blackshear (2023): 14FP, Emari Demercado (2024): 55FP",109.8,0,0.0,0.0,0.0,,109.8,7
139,Evan Engram,DEN,TE,27,16,102.8,119.4,74,4.625,4.34375,12.56875,5,109.5,,,109.5,0,0.0,0.0,0.0,,109.5,6
141,Tez Johnson,TB,WR,57,16,92.4,83.5,42,2.625,11.40625,12.775,1,119.2,102.8,"Tre Tucker (2024): 129FP, Troy Franklin (2025): 178FP, Dontayvion Wicks (2024): 110FP, KaVontae Turpin (2025): 86FP, Jalin Hyatt (2024): 14FP, Trey Palmer (2024): 35FP, Marvin Mims (2024): 130FP, Calvin Austin (2024): 114FP",109.4,0,0.0,0.0,0.0,,109.4,8
143,DeAndre Hopkins,BLT,WR,59,17,67.0,66.5,35,2.0588235294117645,15.141176470588235,14.988235294117647,5,108.9,,,108.9,0,0.0,0.0,0.0,,108.9,8
144,Cooper Kupp,SEA,WR,60,16,118.3,125.0,68,4.25,8.9375,15.9125,5,108.3,,,108.3,0,0.0,0.0,0.0,,108.3,8
145,Kendrick Bourne,ARZ,WR,61,16,92.1,82.60000000000001,52,3.25,9.91875,13.11875,5,107.7,,,107.7,1,0.0,0.0,0.0,,107.7,8
146,Matthew Golden,GB,WR,62,14,70.0,77.9,42,3.0,14.049999999999999,21.642857142857142,1,118.3,100.2,"Troy Franklin (2025): 178FP, Tre Tucker (2024): 129FP, Jalin Hyatt (2024): 14FP, Tyquan Thornton (2023): 27FP, Marvin Mims (2024): 130FP, Justin Watson (2023): 90FP, Cedric Tillman (2024): 81FP, Dontayvion Wicks (2024): 110FP",107.4,1,0.0,0.0,0.0,,107.4,8
147,Elic Ayomanor,TEN,WR,63,16,116.5,155.7,86,5.375,12.425,33.075,1,90.2,118.7,"Xavier Legette (2025): 89FP, Rome Odunze (2025): 146FP, Quentin Johnston (2024): 175FP, Alec Pierce (2023): 95FP, George Pickens (2023): 209FP, Jonathan Mingo (2024): 33FP, Trey Palmer (2024): 35FP, Josh Downs (2024): 184FP",107.3,0,0.0,0.0,0.0,,107.3,8
93,Luther Burden,CHI,WR,42,15,127.9,97.60000000000001,60,4.0,6.38,11.58,1,120.4,97.8,"Dontayvion Wicks (2024): 110FP, Richie James (2023): 20FP, KaVontae Turpin (2025): 86FP, Devaughn Vele (2025): 66FP, Christian Watson (2023): 101FP, Romeo Doubs (2023): 174FP, Malik Washington (2025): 112FP, Demario Douglas (2024): 148FP",106.8,0,0.0,0.4,0.4,Manual: Clear CHI WR1 opportunity in 2026; FP projects 174 FP (+40%),149.5,7
148,Jerry Jeudy,CLV,WR,64,17,121.7,192.1,104,6.117647058823529,12.835294117647058,38.61176470588235,5,106.5,,,106.5,0,0.0,0.0,0.0,,106.5,8
150,Rashod Bateman,BLT,WR,65,13,55.4,61.8,36,2.769230769230769,12.446153846153846,17.107692307692307,5,105.6,,,105.6,0,0.0,0.0,0.0,,105.6,8
133,Kimani Vidal,LAC,RB,54,13,117.9,132.9,21,1.6153846153846154,-1.0615384615384615,-0.7153846153846154,2,130.1,57.6,"Latavius Murray (2023): 83FP, Kenyan Drake (2023): 4FP, Cordarrelle Patterson (2023): 37FP, Khalil Herbert (2023): 114FP, James Robinson (2023): 1FP, Dameon Pierce (2024): 44FP, Ezekiel Elliott (2023): 176FP, Damien Harris (2023): 17FP",104.7,0,0.0731,0.0,0.0731,"Mike McDaniel: YPRR 1.61 vs 1.05, fit=30%, translation=55% | Manual: nan (+0%)",112.4,7
151,Rashid Shaheed,SEA,WR,66,18,145.6,161.9,89,4.944444444444445,9.738888888888889,22.294444444444444,4,104.7,,,104.7,0,0.0,0.0,0.0,,104.7,9
116,Blake Corum,LA,RB,46,17,122.2,120.6,14,0.8235294117647058,0.723529411764706,-0.01764705882352943,2,113.4,86.5,"Emanuel Wilson (2025): 94FP, Jaleel McLaughlin (2025): 31FP, Alexander Mattison (2023): 135FP, Kareem Hunt (2023): 118FP, Tank Bigsby (2025): 44FP, Kenneth Gainwell (2023): 98FP, Justice Hill (2024): 127FP, Jeffery Wilson (2023): 41FP",104.0,0,0.0,0.2,0.2,Manual: New featured starter in LAR — comp pool misses role expansion; FP RB37 (+20%),124.8,6
152,Jake Tonges,SF,TE,29,13,93.3,85.3,45,3.4615384615384617,3.9846153846153842,6.823076923076924,3,103.8,,,103.8,1,0.0,0.0,0.0,,103.8,6
153,Julius Chestnut,TEN,RB,58,6,3.4,10.5,2,0.3333333333333333,3.0,1.1166666666666667,4,102.8,,,102.8,0,0.0,0.0,0.0,,102.8,7
154,Michael Mayer,LV,TE,30,13,73.8,76.89999999999999,49,3.769230769230769,4.4692307692307685,11.569230769230769,3,102.6,,,102.6,0,0.0,0.0,0.0,,102.6,6
155,Mike Gesicki,CIN,TE,31,13,70.7,81.8,42,3.230769230769231,9.123076923076923,12.46923076923077,5,102.5,,,102.5,1,0.0,0.0,0.0,,102.5,6
156,Chimere Dike,TEN,WR,67,17,115.1,150.3,72,4.235294117647059,6.982352941176471,16.376470588235293,1,76.3,116.5,"Jaxon Smith-Njigba (2024): 253FP, Trey Palmer (2024): 35FP, Xavier Legette (2025): 89FP, Josh Downs (2024): 184FP, Richie James (2023): 20FP, Alec Pierce (2023): 95FP, Demario Douglas (2024): 148FP, Cedric Tillman (2024): 81FP",100.4,0,0.0,0.0,0.0,,100.4,9
157,Xavier Legette,CAR,WR,68,15,89.3,116.6,61,4.066666666666666,11.906666666666666,22.026666666666667,2,99.1,102.3,"Michael Wilson (2025): 221FP, Tutu Atwell (2024): 99FP, Kayshon Boutte (2025): 124FP, Marvin Jones (2023): 8FP, Michael Gallup (2023): 88FP, Chase Claypool (2023): 22FP, Calvin Austin (2025): 86FP, Elijah Moore (2023): 134FP",100.2,1,0.0,0.0,0.0,,100.2,9
158,Marquise Brown,PHI,WR,69,16,137.7,139.0,72,4.5,12.29375,21.3125,5,100.1,,,100.1,0,0.0,0.0,0.0,,100.1,9
159,Dare Ogunbowale,HST,RB,59,14,18.6,29.1,13,0.9285714285714286,0.5571428571428572,1.4357142857142855,5,99.9,,,99.9,0,0.0,0.0,0.0,,99.9,8
161,Jayden Higgins,HST,WR,70,17,129.5,125.30000000000001,68,4.0,11.58235294117647,18.435294117647057,1,86.6,108.2,"Xavier Legette (2025): 89FP, Trey Palmer (2024): 35FP, Dontayvion Wicks (2024): 110FP, Alec Pierce (2023): 95FP, Quentin Johnston (2024): 175FP, Troy Franklin (2025): 178FP, Josh Downs (2024): 184FP, Jalin Hyatt (2024): 14FP",99.6,0,0.0,0.0,0.0,,99.6,9
160,David Njoku,LAC,TE,32,12,86.3,74.9,45,3.75,4.208333333333333,8.641666666666667,5,99.1,,,99.1,0,0.0067,0.0,0.0067,"Mike McDaniel: YPRR 1.80 vs 1.84, fit=60%, translation=55% | Manual: nan (+0%)",99.8,6
162,Isaiah Davis,NYJ,RB,60,16,71.2,64.8,27,1.6875,0.85625,-0.08749999999999994,2,116.5,65.5,"Kenneth Gainwell (2023): 98FP, Jamycal Hasty (2023): 0FP, Alexander Mattison (2023): 135FP, Jaleel McLaughlin (2025): 31FP, Justice Hill (2024): 127FP, Boston Scott (2023): 15FP, Emanuel Wilson (2025): 94FP, Roschon Johnson (2025): 1FP",98.7,0,0.0,0.0,0.0,,98.7,8
163,LeQuint Allen,JAX,RB,61,17,24.8,33.5,11,0.6470588235294118,-0.7941176470588235,-0.45294117647058824,1,107.6,92.1,"Justice Hill (2023): 110FP, Chris Brooks (2025): 33FP, Emari Demercado (2024): 55FP, Jaylen Wright (2025): 49FP, Jaylen Warren (2023): 198FP, Braelon Allen (2025): 16FP, Zach Charbonnet (2024): 187FP, Jaleel McLaughlin (2024): 98FP",98.3,1,0.0,0.0,0.0,,98.3,8
164,Ray Davis,BUF,RB,62,16,58.1,53.4,13,0.8125,-0.0625,0.41875,2,100.4,93.8,"Tyler Allgeier (2024): 106FP, Chuba Hubbard (2023): 182FP, Sean Tucker (2025): 85FP, Rico Dowdle (2024): 200FP, Dare Ogunbowale (2023): 7FP, Matt Breida (2023): 46FP, Gus Edwards (2024): 64FP, Ty Chandler (2024): 28FP",98.1,0,0.0,0.0,0.0,,98.1,8
165,Josh Palmer,BUF,WR,71,12,52.3,68.4,37,3.0833333333333335,10.408333333333333,14.15,5,97.9,,,97.9,0,0.0,0.0,0.0,,97.9,9
165,Tory Horton,SEA,WR,71,8,59.1,49.7,22,2.75,17.1625,17.9125,1,103.6,94.1,"Jalen Coker (2025): 91FP, Ricky Pearsall (2025): 89FP, Keon Coleman (2025): 103FP, Treylon Burks (2023): 40FP, Rashid Shaheed (2023): 151FP, Kevin Austin (2025): 33FP, Jahan Dotson (2023): 125FP, Michael Wilson (2024): 126FP",97.9,0,0.0,0.0,0.0,,97.9,9
126,Jake Ferguson,DAL,TE,23,17,190.1,191.5,100,5.882352941176471,5.917647058823529,8.876470588235295,4,97.7,,,97.7,1,0.0,0.2,0.2,Manual: Established TE1 in high-volume DAL offense — FP TE9 (+20%),117.2,5
167,Marquez Valdes-Scantling,SF,WR,73,10,32.0,57.1,29,2.9,11.3,14.379999999999999,5,97.2,,,97.2,1,0.0,0.0,0.0,,97.2,9
168,Ameer Abdullah,IND,RB,63,12,36.9,32.1,16,1.3333333333333333,0.0,-0.5416666666666666,5,96.8,,,96.8,1,0.0,0.0,0.0,,96.8,8
169,Isaac TeSlaa,DET,WR,74,17,75.9,63.2,27,1.588235294117647,12.758823529411766,10.799999999999999,1,82.9,105.4,"Tre Tucker (2024): 129FP, Jalin Hyatt (2024): 14FP, Justin Watson (2023): 90FP, Troy Franklin (2025): 178FP, Marvin Mims (2024): 130FP, KaVontae Turpin (2025): 86FP, Calvin Austin (2024): 114FP, Dontayvion Wicks (2024): 110FP",96.4,0,0.0,0.0,0.0,,96.4,9
170,Isaiah Bond,CLV,WR,75,16,54.7,83.1,41,2.5625,15.4375,20.1625,1,88.0,101.6,"Jalin Hyatt (2024): 14FP, Troy Franklin (2025): 178FP, Justin Watson (2023): 90FP, Tre Tucker (2024): 129FP, Quentin Johnston (2024): 175FP, Marvin Mims (2024): 130FP, Adonai Mitchell (2025): 89FP, Trey Palmer (2024): 35FP",96.2,0,0.0,0.0,0.0,,96.2,9
171,Xavier Worthy,KC,WR,76,14,109.9,149.1,72,5.142857142857143,11.857142857142858,29.2,2,93.5,97.3,"Michael Gallup (2023): 88FP, Kayshon Boutte (2025): 124FP, Marvin Jones (2023): 8FP, Chase Claypool (2023): 22FP, Darnell Mooney (2023): 79FP, Michael Wilson (2025): 221FP, Tutu Atwell (2024): 99FP, Quentin Johnston (2025): 172FP",94.8,0,0.0,0.0,0.0,,94.8,9
174,KaVontae Turpin,DAL,WR,78,15,85.5,78.4,38,2.533333333333333,10.793333333333333,8.566666666666666,2,118.0,48.4,"Phillip Dorsett (2023): 0FP, Tre'Quan Smith (2023): 0FP, Terrace Marshall (2023): 33FP, Jalen Brooks (2025): 7FP, Jalen Tolbert (2024): 152FP, Scott Miller (2023): 39FP, Kalif Raymond (2023): 97FP, Nelson Agholor (2023): 97FP",93.6,1,0.0,0.0,0.0,,93.6,10
175,Adonai Mitchell,NYJ,WR,79,16,88.89999999999999,133.0,73,4.5625,14.375,32.41875,2,98.1,84.9,"Dontayvion Wicks (2025): 76FP, Calvin Austin (2025): 86FP, Tutu Atwell (2024): 99FP, Terrace Marshall (2023): 33FP, Kayshon Boutte (2025): 124FP, Rashid Shaheed (2024): 75FP, Justin Watson (2024): 63FP, Romeo Doubs (2024): 132FP",93.5,1,0.0,0.0,0.0,,93.5,10
173,Oronde Gadsden,LAC,TE,33,15,132.4,131.9,68,4.533333333333333,9.26,17.333333333333332,1,115.4,78.8,"Dalton Kincaid (2024): 101FP, Chig Okonkwo (2025): 124FP, Greg Dulcich (2023): 6FP, Luke Musgrave (2024): 12FP, Theo Johnson (2025): 128FP, Ja'Tavion Sanders (2025): 54FP, Michael Mayer (2024): 37FP, Sam LaPorta (2024): 175FP",93.4,0,0.0072,0.0,0.0072,"Mike McDaniel: YPRR 1.80 vs 1.84, fit=65%, translation=55% | Manual: nan (+0%)",94.1,6
330,Dont'e Thornton,LV,WR,163,14,23.5,62.3,30,2.142857142857143,14.035714285714286,20.52857142857143,1,98.4,89.4,"Troy Franklin (2025): 178FP, Tre Tucker (2024): 129FP, Cedric Tillman (2024): 81FP, Tyquan Thornton (2023): 27FP, Jalin Hyatt (2024): 14FP, Justin Watson (2023): 90FP, Tyler Scott (2024): 2FP, Marvin Mims (2024): 130FP",93.0,0,0.0,-0.7,-0.7,Manual: Depth WR in LV — limited role; FP projects 26 FP (-70%),27.9,17
177,Hunter Renfrow,CAR,WR,81,6,35.9,44.2,23,3.8333333333333335,7.216666666666666,12.833333333333334,4,92.4,,,92.4,1,0.0,0.0,0.0,,92.4,10
178,Jaylin Lane,WAS,WR,82,14,38.2,47.9,31,2.2142857142857144,15.035714285714286,13.335714285714285,1,85.6,95.4,"Tre Tucker (2024): 129FP, Troy Franklin (2025): 178FP, Marvin Mims (2024): 130FP, Justin Watson (2023): 90FP, Jalin Hyatt (2024): 14FP, Skyy Moore (2023): 54FP, Adonai Mitchell (2025): 89FP, Malik Heath (2024): 32FP",91.5,0,0.0,0.0,0.0,,91.5,10
172,Tutu Atwell,MIA,WR,77,10,31.2,33.8,15,1.5,14.8,7.43,4,91.0,,,91.0,0,0.0349,0.0,0.0349,"Bobby Slowik: YPRR 2.01 vs 1.80, fit=55%, translation=38% | Manual: nan (+0%)",94.2,9
180,DeMario Douglas,NE,WR,84,17,95.8,89.9,44,2.588235294117647,9.18235294117647,9.75294117647059,1,96.0,86.3,"KaVontae Turpin (2025): 86FP, Marvin Mims (2024): 130FP, Skyy Moore (2023): 54FP, Calvin Austin (2024): 114FP, Tre Tucker (2024): 129FP, Tyler Scott (2024): 2FP, John Metchie (2024): 55FP, Dontayvion Wicks (2024): 110FP",90.2,1,0.0,0.0,0.0,,90.2,10
181,Travis Hunter,JAX,WR,85,7,63.800000000000004,79.2,44,6.285714285714286,8.871428571428572,18.542857142857144,1,109.1,77.4,"Treylon Burks (2023): 40FP, Jahan Dotson (2023): 125FP, Jalen Coker (2025): 91FP, Ricky Pearsall (2025): 89FP, Jalen McMillan (2025): 30FP, Tank Dell (2024): 140FP, Devaughn Vele (2025): 66FP, Kevin Austin (2025): 33FP",90.1,1,0.0,0.0,0.0,,90.1,10
340,Devin Neal,NO,RB,82,9,60.0,65.5,19,2.111111111111111,-1.1555555555555557,-1.5666666666666667,1,115.3,72.1,"Deon Jackson (2023): 6FP, Emari Demercado (2024): 55FP, Roschon Johnson (2024): 77FP, Chris Brooks (2025): 33FP, Zach Charbonnet (2024): 187FP, Tank Bigsby (2024): 130FP, J.K. Dobbins (2023): 12FP, Kimani Vidal (2025): 118FP",89.4,1,0.0,-0.72,-0.72,Manual: Depth RB in NO — limited role; FP projects 24 FP (-72%),25.0,10
182,Hassan Haskins,LAC,RB,64,6,8.3,11.1,4,0.6666666666666666,-0.08333333333333333,0.01666666666666668,3,88.7,,,88.7,0,0.0,0.0,0.0,,88.7,8
